date,entry_ts,exit_ts,entry,exit,pnl,result,mfe,mae,tp,sl,wait_bars,pullback_pts,be_trigger,min_or_range,mbp_confirmed
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24798.0,24798.0,0.0,BE,57.25,-41.25,40,40,5,15,20,40,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24728.5,24728.5,0.0,BE,66.5,-13.75,40,40,5,15,20,40,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24685.25,24685.25,0.0,BE,27.75,-19.75,40,40,5,15,20,40,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:35:00,24865.75,24865.75,0.0,BE,21.75,-5.5,40,40,5,15,20,40,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:34:00,24595.5,24555.5,-40.0,LOSS,12.25,-70.25,40,40,5,15,20,40,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:15:00,24773.25,24773.25,0.0,BE,24.25,-0.25,40,40,5,15,20,40,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:09:00,24559.75,24519.75,-40.0,LOSS,0.0,-49.75,40,40,5,15,20,40,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:56:00,24298.0,24298.0,0.0,BE,36.0,-30.75,40,40,5,15,20,40,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24172.25,24172.25,0.0,BE,59.0,-25.0,40,40,5,15,20,40,false
2026-04-07,2026-04-07 10:38:00,2026-04-07 10:43:00,24188.5,24188.5,0.0,BE,20.0,-13.25,40,40,5,15,20,40,false
2026-04-20,2026-04-20 08:40:00,2026-04-20 08:51:00,26722.0,26682.0,-40.0,LOSS,0.0,-110.75,40,40,5,15,20,40,false
2026-02-27,2026-02-27 09:00:00,2026-02-27 09:01:00,24867.0,24907.0,40.0,WIN,65.25,0.0,40,40,5,15,20,40,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25608.5,25648.5,40.0,WIN,60.25,0.0,40,40,5,15,20,50,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25224.0,25224.0,0.0,BE,36.5,-21.5,40,40,5,15,20,50,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24798.0,24798.0,0.0,BE,57.25,-41.25,40,40,5,15,20,50,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24728.5,24728.5,0.0,BE,66.5,-13.75,40,40,5,15,20,50,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24685.25,24685.25,0.0,BE,27.75,-19.75,40,40,5,15,20,50,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:35:00,24865.75,24865.75,0.0,BE,21.75,-5.5,40,40,5,15,20,50,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:34:00,24595.5,24555.5,-40.0,LOSS,12.25,-70.25,40,40,5,15,20,50,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:15:00,24773.25,24773.25,0.0,BE,24.25,-0.25,40,40,5,15,20,50,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:09:00,24559.75,24519.75,-40.0,LOSS,0.0,-49.75,40,40,5,15,20,50,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:56:00,24298.0,24298.0,0.0,BE,36.0,-30.75,40,40,5,15,20,50,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24172.25,24172.25,0.0,BE,59.0,-25.0,40,40,5,15,20,50,false
2026-04-07,2026-04-07 10:38:00,2026-04-07 10:43:00,24188.5,24188.5,0.0,BE,20.0,-13.25,40,40,5,15,20,50,false
2026-04-20,2026-04-20 08:40:00,2026-04-20 08:51:00,26722.0,26682.0,-40.0,LOSS,0.0,-110.75,40,40,5,15,20,50,false
2026-02-27,2026-02-27 09:00:00,2026-02-27 09:01:00,24867.0,24907.0,40.0,WIN,65.25,0.0,40,40,5,15,20,50,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25608.5,25648.5,40.0,WIN,60.25,0.0,40,40,5,15,20,60,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25224.0,25224.0,0.0,BE,36.5,-21.5,40,40,5,15,20,60,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24798.0,24798.0,0.0,BE,57.25,-41.25,40,40,5,15,20,60,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24728.5,24728.5,0.0,BE,66.5,-13.75,40,40,5,15,20,60,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24685.25,24685.25,0.0,BE,27.75,-19.75,40,40,5,15,20,60,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:35:00,24865.75,24865.75,0.0,BE,21.75,-5.5,40,40,5,15,20,60,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:34:00,24595.5,24555.5,-40.0,LOSS,12.25,-70.25,40,40,5,15,20,60,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:15:00,24773.25,24773.25,0.0,BE,24.25,-0.25,40,40,5,15,20,60,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:09:00,24559.75,24519.75,-40.0,LOSS,0.0,-49.75,40,40,5,15,20,60,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:56:00,24298.0,24298.0,0.0,BE,36.0,-30.75,40,40,5,15,20,60,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24172.25,24172.25,0.0,BE,59.0,-25.0,40,40,5,15,20,60,false
2026-04-07,2026-04-07 10:38:00,2026-04-07 10:43:00,24188.5,24188.5,0.0,BE,20.0,-13.25,40,40,5,15,20,60,false
2026-04-20,2026-04-20 08:40:00,2026-04-20 08:51:00,26722.0,26682.0,-40.0,LOSS,0.0,-110.75,40,40,5,15,20,60,false
2026-02-27,2026-02-27 09:00:00,2026-02-27 09:01:00,24867.0,24907.0,40.0,WIN,65.25,0.0,40,40,5,15,20,60,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25608.5,25648.5,40.0,WIN,60.25,0.0,40,40,5,15,20,70,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25224.0,25224.0,0.0,BE,36.5,-21.5,40,40,5,15,20,70,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24798.0,24798.0,0.0,BE,57.25,-41.25,40,40,5,15,20,70,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24728.5,24728.5,0.0,BE,66.5,-13.75,40,40,5,15,20,70,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24685.25,24685.25,0.0,BE,27.75,-19.75,40,40,5,15,20,70,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:35:00,24865.75,24865.75,0.0,BE,21.75,-5.5,40,40,5,15,20,70,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:34:00,24595.5,24555.5,-40.0,LOSS,12.25,-70.25,40,40,5,15,20,70,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:15:00,24773.25,24773.25,0.0,BE,24.25,-0.25,40,40,5,15,20,70,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:09:00,24559.75,24519.75,-40.0,LOSS,0.0,-49.75,40,40,5,15,20,70,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:56:00,24298.0,24298.0,0.0,BE,36.0,-30.75,40,40,5,15,20,70,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24172.25,24172.25,0.0,BE,59.0,-25.0,40,40,5,15,20,70,false
2026-04-07,2026-04-07 10:38:00,2026-04-07 10:43:00,24188.5,24188.5,0.0,BE,20.0,-13.25,40,40,5,15,20,70,false
2026-04-20,2026-04-20 08:40:00,2026-04-20 08:51:00,26722.0,26682.0,-40.0,LOSS,0.0,-110.75,40,40,5,15,20,70,false
2026-02-27,2026-02-27 09:00:00,2026-02-27 09:01:00,24867.0,24907.0,40.0,WIN,65.25,0.0,40,40,5,15,20,70,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25618.5,25658.5,40.0,WIN,50.25,0.0,40,40,10,5,12,40,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25234.0,25234.0,0.0,BE,26.5,-31.5,40,40,10,5,12,40,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24808.0,24808.0,0.0,BE,47.25,-51.25,40,40,10,5,12,40,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24738.5,24738.5,0.0,BE,56.5,-23.75,40,40,10,5,12,40,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24695.25,24695.25,0.0,BE,17.75,-29.75,40,40,10,5,12,40,false
2026-02-20,2026-02-20 08:33:00,2026-02-20 08:35:00,24775.5,24815.5,40.0,WIN,79.5,0.0,40,40,10,5,12,40,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:37:00,24875.75,24875.75,0.0,BE,15.75,-33.5,40,40,10,5,12,40,false
2026-03-02,2026-03-02 08:34:00,2026-03-02 08:35:00,24782.75,24822.75,40.0,WIN,66.25,0.0,40,40,10,5,12,40,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:33:00,24605.5,24565.5,-40.0,LOSS,2.25,-43.0,40,40,10,5,12,40,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:15:00,24783.25,24783.25,0.0,BE,14.25,-10.25,40,40,10,5,12,40,false
2026-03-09,2026-03-09 09:14:00,2026-03-09 09:18:00,24599.0,24599.0,0.0,BE,25.75,-7.25,40,40,10,5,12,40,false
2026-03-13,2026-03-13 09:11:00,2026-03-13 09:13:00,24522.0,24562.0,40.0,WIN,46.25,0.0,40,40,10,5,12,40,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:08:00,24569.75,24529.75,-40.0,LOSS,0.0,-46.25,40,40,10,5,12,40,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:55:00,24308.0,24268.0,-40.0,LOSS,3.25,-40.75,40,40,10,5,12,40,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24182.25,24182.25,0.0,BE,49.0,-35.0,40,40,10,5,12,40,false
2026-04-07,2026-04-07 10:34:00,2026-04-07 10:36:00,24198.5,24198.5,0.0,BE,13.5,-7.0,40,40,10,5,12,40,false
2026-04-20,2026-04-20 08:39:00,2026-04-20 08:41:00,26732.0,26692.0,-40.0,LOSS,0.0,-43.0,40,40,10,5,12,40,false
2026-02-27,2026-02-27 08:59:00,2026-02-27 09:00:00,24877.0,24877.0,0.0,BE,27.0,-10.5,40,40,10,5,12,40,true
2026-04-20,2026-04-20 12:58:00,2026-04-20 13:58:00,26734.5,26734.5,0.0,BE,12.0,-25.25,40,40,10,5,12,40,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25618.5,25658.5,40.0,WIN,50.25,0.0,40,40,10,5,12,50,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25234.0,25234.0,0.0,BE,26.5,-31.5,40,40,10,5,12,50,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24808.0,24808.0,0.0,BE,47.25,-51.25,40,40,10,5,12,50,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24738.5,24738.5,0.0,BE,56.5,-23.75,40,40,10,5,12,50,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24695.25,24695.25,0.0,BE,17.75,-29.75,40,40,10,5,12,50,false
2026-02-20,2026-02-20 08:33:00,2026-02-20 08:35:00,24775.5,24815.5,40.0,WIN,79.5,0.0,40,40,10,5,12,50,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:37:00,24875.75,24875.75,0.0,BE,15.75,-33.5,40,40,10,5,12,50,false
2026-03-02,2026-03-02 08:34:00,2026-03-02 08:35:00,24782.75,24822.75,40.0,WIN,66.25,0.0,40,40,10,5,12,50,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:33:00,24605.5,24565.5,-40.0,LOSS,2.25,-43.0,40,40,10,5,12,50,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:15:00,24783.25,24783.25,0.0,BE,14.25,-10.25,40,40,10,5,12,50,false
2026-03-09,2026-03-09 09:14:00,2026-03-09 09:18:00,24599.0,24599.0,0.0,BE,25.75,-7.25,40,40,10,5,12,50,false
2026-03-13,2026-03-13 09:11:00,2026-03-13 09:13:00,24522.0,24562.0,40.0,WIN,46.25,0.0,40,40,10,5,12,50,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:08:00,24569.75,24529.75,-40.0,LOSS,0.0,-46.25,40,40,10,5,12,50,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:55:00,24308.0,24268.0,-40.0,LOSS,3.25,-40.75,40,40,10,5,12,50,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24182.25,24182.25,0.0,BE,49.0,-35.0,40,40,10,5,12,50,false
2026-04-07,2026-04-07 10:34:00,2026-04-07 10:36:00,24198.5,24198.5,0.0,BE,13.5,-7.0,40,40,10,5,12,50,false
2026-04-20,2026-04-20 08:39:00,2026-04-20 08:41:00,26732.0,26692.0,-40.0,LOSS,0.0,-43.0,40,40,10,5,12,50,false
2026-02-27,2026-02-27 08:59:00,2026-02-27 09:00:00,24877.0,24877.0,0.0,BE,27.0,-10.5,40,40,10,5,12,50,true
2026-04-20,2026-04-20 12:58:00,2026-04-20 13:58:00,26734.5,26734.5,0.0,BE,12.0,-25.25,40,40,10,5,12,50,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25618.5,25658.5,40.0,WIN,50.25,0.0,40,40,10,5,12,60,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25234.0,25234.0,0.0,BE,26.5,-31.5,40,40,10,5,12,60,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24808.0,24808.0,0.0,BE,47.25,-51.25,40,40,10,5,12,60,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24738.5,24738.5,0.0,BE,56.5,-23.75,40,40,10,5,12,60,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24695.25,24695.25,0.0,BE,17.75,-29.75,40,40,10,5,12,60,false
2026-02-20,2026-02-20 08:33:00,2026-02-20 08:35:00,24775.5,24815.5,40.0,WIN,79.5,0.0,40,40,10,5,12,60,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:37:00,24875.75,24875.75,0.0,BE,15.75,-33.5,40,40,10,5,12,60,false
2026-03-02,2026-03-02 08:34:00,2026-03-02 08:35:00,24782.75,24822.75,40.0,WIN,66.25,0.0,40,40,10,5,12,60,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:33:00,24605.5,24565.5,-40.0,LOSS,2.25,-43.0,40,40,10,5,12,60,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:15:00,24783.25,24783.25,0.0,BE,14.25,-10.25,40,40,10,5,12,60,false
2026-03-09,2026-03-09 09:14:00,2026-03-09 09:18:00,24599.0,24599.0,0.0,BE,25.75,-7.25,40,40,10,5,12,60,false
2026-03-13,2026-03-13 09:11:00,2026-03-13 09:13:00,24522.0,24562.0,40.0,WIN,46.25,0.0,40,40,10,5,12,60,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:08:00,24569.75,24529.75,-40.0,LOSS,0.0,-46.25,40,40,10,5,12,60,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:55:00,24308.0,24268.0,-40.0,LOSS,3.25,-40.75,40,40,10,5,12,60,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24182.25,24182.25,0.0,BE,49.0,-35.0,40,40,10,5,12,60,false
2026-04-07,2026-04-07 10:34:00,2026-04-07 10:36:00,24198.5,24198.5,0.0,BE,13.5,-7.0,40,40,10,5,12,60,false
2026-04-20,2026-04-20 08:39:00,2026-04-20 08:41:00,26732.0,26692.0,-40.0,LOSS,0.0,-43.0,40,40,10,5,12,60,false
2026-02-27,2026-02-27 08:59:00,2026-02-27 09:00:00,24877.0,24877.0,0.0,BE,27.0,-10.5,40,40,10,5,12,60,true
2026-04-20,2026-04-20 12:58:00,2026-04-20 13:58:00,26734.5,26734.5,0.0,BE,12.0,-25.25,40,40,10,5,12,60,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25618.5,25658.5,40.0,WIN,50.25,0.0,40,40,10,5,12,70,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25234.0,25234.0,0.0,BE,26.5,-31.5,40,40,10,5,12,70,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24808.0,24808.0,0.0,BE,47.25,-51.25,40,40,10,5,12,70,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24738.5,24738.5,0.0,BE,56.5,-23.75,40,40,10,5,12,70,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24695.25,24695.25,0.0,BE,17.75,-29.75,40,40,10,5,12,70,false
2026-02-20,2026-02-20 08:33:00,2026-02-20 08:35:00,24775.5,24815.5,40.0,WIN,79.5,0.0,40,40,10,5,12,70,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:37:00,24875.75,24875.75,0.0,BE,15.75,-33.5,40,40,10,5,12,70,false
2026-03-02,2026-03-02 08:34:00,2026-03-02 08:35:00,24782.75,24822.75,40.0,WIN,66.25,0.0,40,40,10,5,12,70,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:33:00,24605.5,24565.5,-40.0,LOSS,2.25,-43.0,40,40,10,5,12,70,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:15:00,24783.25,24783.25,0.0,BE,14.25,-10.25,40,40,10,5,12,70,false
2026-03-09,2026-03-09 09:14:00,2026-03-09 09:18:00,24599.0,24599.0,0.0,BE,25.75,-7.25,40,40,10,5,12,70,false
2026-03-13,2026-03-13 09:11:00,2026-03-13 09:13:00,24522.0,24562.0,40.0,WIN,46.25,0.0,40,40,10,5,12,70,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:08:00,24569.75,24529.75,-40.0,LOSS,0.0,-46.25,40,40,10,5,12,70,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:55:00,24308.0,24268.0,-40.0,LOSS,3.25,-40.75,40,40,10,5,12,70,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24182.25,24182.25,0.0,BE,49.0,-35.0,40,40,10,5,12,70,false
2026-04-07,2026-04-07 10:34:00,2026-04-07 10:36:00,24198.5,24198.5,0.0,BE,13.5,-7.0,40,40,10,5,12,70,false
2026-04-20,2026-04-20 08:39:00,2026-04-20 08:41:00,26732.0,26692.0,-40.0,LOSS,0.0,-43.0,40,40,10,5,12,70,false
2026-02-27,2026-02-27 08:59:00,2026-02-27 09:00:00,24877.0,24877.0,0.0,BE,27.0,-10.5,40,40,10,5,12,70,true
2026-04-20,2026-04-20 12:58:00,2026-04-20 13:58:00,26734.5,26734.5,0.0,BE,12.0,-25.25,40,40,10,5,12,70,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25618.5,25658.5,40.0,WIN,50.25,0.0,40,40,10,5,15,40,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25234.0,25234.0,0.0,BE,26.5,-31.5,40,40,10,5,15,40,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24808.0,24808.0,0.0,BE,47.25,-51.25,40,40,10,5,15,40,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24738.5,24738.5,0.0,BE,56.5,-23.75,40,40,10,5,15,40,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24695.25,24695.25,0.0,BE,17.75,-29.75,40,40,10,5,15,40,false
2026-02-20,2026-02-20 08:33:00,2026-02-20 08:35:00,24775.5,24815.5,40.0,WIN,79.5,0.0,40,40,10,5,15,40,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:37:00,24875.75,24875.75,0.0,BE,15.75,-33.5,40,40,10,5,15,40,false
2026-03-02,2026-03-02 08:34:00,2026-03-02 08:35:00,24782.75,24822.75,40.0,WIN,66.25,0.0,40,40,10,5,15,40,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:33:00,24605.5,24565.5,-40.0,LOSS,2.25,-43.0,40,40,10,5,15,40,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:16:00,24783.25,24783.25,0.0,BE,16.5,-19.25,40,40,10,5,15,40,false
2026-03-09,2026-03-09 09:14:00,2026-03-09 09:18:00,24599.0,24599.0,0.0,BE,25.75,-7.25,40,40,10,5,15,40,false
2026-03-13,2026-03-13 09:11:00,2026-03-13 09:13:00,24522.0,24562.0,40.0,WIN,46.25,0.0,40,40,10,5,15,40,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:08:00,24569.75,24529.75,-40.0,LOSS,0.0,-46.25,40,40,10,5,15,40,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:55:00,24308.0,24268.0,-40.0,LOSS,3.25,-40.75,40,40,10,5,15,40,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24182.25,24182.25,0.0,BE,49.0,-35.0,40,40,10,5,15,40,false
2026-04-07,2026-04-07 10:34:00,2026-04-07 10:48:00,24198.5,24238.5,40.0,WIN,43.25,-23.25,40,40,10,5,15,40,false
2026-04-20,2026-04-20 08:39:00,2026-04-20 08:41:00,26732.0,26692.0,-40.0,LOSS,0.0,-43.0,40,40,10,5,15,40,false
2026-02-27,2026-02-27 08:59:00,2026-02-27 09:00:00,24877.0,24877.0,0.0,BE,27.0,-10.5,40,40,10,5,15,40,true
2026-04-20,2026-04-20 12:58:00,2026-04-20 14:15:00,26734.5,26734.5,0.0,BE,18.25,-25.25,40,40,10,5,15,40,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25618.5,25658.5,40.0,WIN,50.25,0.0,40,40,10,5,15,50,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25234.0,25234.0,0.0,BE,26.5,-31.5,40,40,10,5,15,50,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24808.0,24808.0,0.0,BE,47.25,-51.25,40,40,10,5,15,50,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24738.5,24738.5,0.0,BE,56.5,-23.75,40,40,10,5,15,50,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24695.25,24695.25,0.0,BE,17.75,-29.75,40,40,10,5,15,50,false
2026-02-20,2026-02-20 08:33:00,2026-02-20 08:35:00,24775.5,24815.5,40.0,WIN,79.5,0.0,40,40,10,5,15,50,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:37:00,24875.75,24875.75,0.0,BE,15.75,-33.5,40,40,10,5,15,50,false
2026-03-02,2026-03-02 08:34:00,2026-03-02 08:35:00,24782.75,24822.75,40.0,WIN,66.25,0.0,40,40,10,5,15,50,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:33:00,24605.5,24565.5,-40.0,LOSS,2.25,-43.0,40,40,10,5,15,50,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:16:00,24783.25,24783.25,0.0,BE,16.5,-19.25,40,40,10,5,15,50,false
2026-03-09,2026-03-09 09:14:00,2026-03-09 09:18:00,24599.0,24599.0,0.0,BE,25.75,-7.25,40,40,10,5,15,50,false
2026-03-13,2026-03-13 09:11:00,2026-03-13 09:13:00,24522.0,24562.0,40.0,WIN,46.25,0.0,40,40,10,5,15,50,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:08:00,24569.75,24529.75,-40.0,LOSS,0.0,-46.25,40,40,10,5,15,50,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:55:00,24308.0,24268.0,-40.0,LOSS,3.25,-40.75,40,40,10,5,15,50,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24182.25,24182.25,0.0,BE,49.0,-35.0,40,40,10,5,15,50,false
2026-04-07,2026-04-07 10:34:00,2026-04-07 10:48:00,24198.5,24238.5,40.0,WIN,43.25,-23.25,40,40,10,5,15,50,false
2026-04-20,2026-04-20 08:39:00,2026-04-20 08:41:00,26732.0,26692.0,-40.0,LOSS,0.0,-43.0,40,40,10,5,15,50,false
2026-02-27,2026-02-27 08:59:00,2026-02-27 09:00:00,24877.0,24877.0,0.0,BE,27.0,-10.5,40,40,10,5,15,50,true
2026-04-20,2026-04-20 12:58:00,2026-04-20 14:15:00,26734.5,26734.5,0.0,BE,18.25,-25.25,40,40,10,5,15,50,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25618.5,25658.5,40.0,WIN,50.25,0.0,40,40,10,5,15,60,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25234.0,25234.0,0.0,BE,26.5,-31.5,40,40,10,5,15,60,false
2026-02-05,2026-02-05 08:35:00,2026-02-05 08:37:00,24808.0,24808.0,0.0,BE,47.25,-51.25,40,40,10,5,15,60,false
2026-02-13,2026-02-13 08:31:00,2026-02-13 08:32:00,24738.5,24738.5,0.0,BE,56.5,-23.75,40,40,10,5,15,60,false
2026-02-17,2026-02-17 08:32:00,2026-02-17 08:33:00,24695.25,24695.25,0.0,BE,17.75,-29.75,40,40,10,5,15,60,false
2026-02-20,2026-02-20 08:33:00,2026-02-20 08:35:00,24775.5,24815.5,40.0,WIN,79.5,0.0,40,40,10,5,15,60,false
2026-02-27,2026-02-27 08:34:00,2026-02-27 08:37:00,24875.75,24875.75,0.0,BE,15.75,-33.5,40,40,10,5,15,60,false
2026-03-02,2026-03-02 08:34:00,2026-03-02 08:35:00,24782.75,24822.75,40.0,WIN,66.25,0.0,40,40,10,5,15,60,false
2026-03-03,2026-03-03 08:31:00,2026-03-03 08:33:00,24605.5,24565.5,-40.0,LOSS,2.25,-43.0,40,40,10,5,15,60,false
2026-03-06,2026-03-06 09:14:00,2026-03-06 09:16:00,24783.25,24783.25,0.0,BE,16.5,-19.25,40,40,10,5,15,60,false
2026-03-09,2026-03-09 09:14:00,2026-03-09 09:18:00,24599.0,24599.0,0.0,BE,25.75,-7.25,40,40,10,5,15,60,false
2026-03-13,2026-03-13 09:11:00,2026-03-13 09:13:00,24522.0,24562.0,40.0,WIN,46.25,0.0,40,40,10,5,15,60,false
2026-03-19,2026-03-19 09:07:00,2026-03-19 09:08:00,24569.75,24529.75,-40.0,LOSS,0.0,-46.25,40,40,10,5,15,60,false
2026-03-24,2026-03-24 08:54:00,2026-03-24 08:55:00,24308.0,24268.0,-40.0,LOSS,3.25,-40.75,40,40,10,5,15,60,false
2026-04-02,2026-04-02 08:37:00,2026-04-02 08:38:00,24182.25,24182.25,0.0,BE,49.0,-35.0,40,40,10,5,15,60,false
2026-04-07,2026-04-07 10:34:00,2026-04-07 10:48:00,24198.5,24238.5,40.0,WIN,43.25,-23.25,40,40,10,5,15,60,false
2026-04-20,2026-04-20 08:39:00,2026-04-20 08:41:00,26732.0,26692.0,-40.0,LOSS,0.0,-43.0,40,40,10,5,15,60,false
2026-02-27,2026-02-27 08:59:00,2026-02-27 09:00:00,24877.0,24877.0,0.0,BE,27.0,-10.5,40,40,10,5,15,60,true
2026-04-20,2026-04-20 12:58:00,2026-04-20 14:15:00,26734.5,26734.5,0.0,BE,18.25,-25.25,40,40,10,5,15,60,true
2026-02-02,2026-02-02 08:31:00,2026-02-02 08:32:00,25618.5,25658.5,40.0,WIN,50.25,0.0,40,40,10,5,15,70,false
2026-02-04,2026-02-04 09:10:00,2026-02-04 09:11:00,25234.0,25234.0,0.0,BE,26.5,-31.5,40,40,10,5,15,70,false
